taxon	n_snp	b_ivw	se_ivw	p_ivw	or_ivw	lci	uci	fdr_ivw	b_egger	se_egger	p_egger	egger_intercept_p	b_wmedian	se_wmedian	p_wmedian	q_stat	q_p
genus.unknowngenus.id.959	13	0.27460640083558846	0.0735169711801726	0.00018750716362479116	1.3160125914593583	1.1394129086300204	1.5199837809121566	0.03956401152483093	0.537509827676435	0.3582812440575595	0.16169533537784	0.470937334502386	0.23376987930629492	0.10038344831550958	0.019871297657262792	9.36776133110856	0.6712390358690619
genus.LachnospiraceaeUCG004.id.11324	14	-0.3870596468814339	0.12994621008432816	0.0028955495787390084	0.6790505904686092	0.5263682486803424	0.876021123180995	0.30548048055696536	-0.7147905470779126	0.5451842977840513	0.21435902444659716	0.5471987040106698	-0.38339715849512285	0.17522928949980573	0.02867148419382083	12.699855525515003	0.47125382661366677
genus.Butyricicoccus.id.2055	8	0.3739418058652125	0.15603633152071011	0.016552280044652617	1.4534525655811958	1.0704836932373307	1.9734297437132515	0.8853304016296439	0.22127273044261342	0.2720255501302594	0.4470430776858749	0.538644904287776	0.2703094034672011	0.22043530490252713	0.22010356830362532	5.0522847667220905	0.653582606422431
genus.Alistipes.id.968	12	-0.3823393023910937	0.15987986609153537	0.016783514722836852	0.6822635202839861	0.49872330304975987	0.9333502330125804	0.8853304016296439	-0.34700988917698616	0.48923818721874146	0.4943516773715117	0.9425837251276458	-0.4164031667417171	0.2019106576453237	0.039177855365751156	4.1146262548620305	0.9664430656396098
genus.Howardella.id.2000	10	-0.1486646913496215	0.07683574887047097	0.05301023479952124	0.8618580549154191	0.7413645835227493	1.0019352466137823	0.9674447296235735	-0.446881685573834	0.31321226691324083	0.19148627507842447	0.3547414973046885	-0.11733700257686108	0.10718374249367171	0.27363598751032336	10.870331987356858	0.2847018886773822
genus.Lactococcus.id.1851	9	-0.16127898105919003	0.0842262906780701	0.05551425860458927	0.8510546098686077	0.7215435726862365	1.0038117951520684	0.9674447296235735	0.16167032531626369	0.32606592851590915	0.6352067361536679	0.3434581772811189	-0.13152159553382692	0.10966895606953762	0.2304268518015795	5.977540295464752	0.649747827524007
genus.unknowngenus.id.2041	12	0.19596098518304883	0.10765275986374859	0.06871238921849	1.2164794436856483	0.9850740882414365	1.502244607358962	0.9674447296235735	0.23952494877611952	0.3594378656427219	0.5202403902918383	0.9009558325232317	0.20416999602378044	0.14471729471853426	0.15829781332284443	13.023148982930383	0.29181509635122443
genus.Methanobrevibacter.id.123	6	-0.18267809464904786	0.1022941009522371	0.07412960550003912	0.8330362714141456	0.6816939111495752	1.017978036977534	0.9674447296235735	-0.4455768110906475	0.4058284398443863	0.3338810158752723	0.5382667153526737	-0.11419283923904952	0.14810890936265989	0.44070344937479367	5.001694714202755	0.41567339654894025
family.unknownfamily.id.1000001214	9	-0.21984781297396558	0.1259647215539873	0.08093047359464112	0.8026409402056738	0.6270439361374656	1.027412022932017	0.9674447296235735	-0.3377265493431514	0.39926602646587395	0.42559275171173916	0.7631552000159879	-0.34222961244988603	0.1552366126606167	0.027484448791932778	12.913875135515609	0.11484745161458378
genus.unknowngenus.id.1000001215	9	-0.21984781297396558	0.1259647215539873	0.08093047359464112	0.8026409402056738	0.6270439361374656	1.027412022932017	0.9674447296235735	-0.3377265493431514	0.39926602646587395	0.42559275171173916	0.7631552000159879	-0.34222961244988603	0.1552366126606167	0.027484448791932778	12.913875135515609	0.11484745161458378
order.Gastranaerophilales.id.1591	9	-0.21984781297396558	0.1259647215539873	0.08093047359464112	0.8026409402056738	0.6270439361374656	1.027412022932017	0.9674447296235735	-0.3377265493431514	0.39926602646587395	0.42559275171173916	0.7631552000159879	-0.34222961244988603	0.1552366126606167	0.027484448791932778	12.913875135515609	0.11484745161458378
genus.Oscillospira.id.2064	9	0.26203045170831796	0.1520546193755414	0.08484055689107106	1.299566115835139	0.9646435710781326	1.7507731768110624	0.9674447296235735	0.6937797344246723	0.6778459023543961	0.34013142000124635	0.5334319317657679	0.27655896392359436	0.1936370840604424	0.1532246707641771	11.256529913889164	0.18758320395761696
