taxon	n_snp	b_ivw	se_ivw	p_ivw	or_ivw	lci	uci	fdr_ivw	b_egger	se_egger	p_egger	egger_intercept_p	b_wmedian	se_wmedian	p_wmedian	q_stat	q_p
class.Actinobacteria.id.419	19	0.2955025875849123	0.051247114863663346	8.1065008427984e-09	1.3438015669805612	1.215381771243006	1.4857904685970114	7.41344584953856e-07	0.280728836282256	0.12734849960708963	0.041562050724922764	0.8797990398227513	0.19748004808467576	0.11400715280628593	0.08324286441809757	45.090870247999426	0.0004020731149177544
family.Bifidobacteriaceae.id.433	18	0.288461137663954	0.0504144481920121	1.0540444335836816e-08	1.334372491683065	1.2088250069837574	1.4729592259207756	7.41344584953856e-07	0.3037135130571175	0.1058448345324079	0.011124480885558992	0.7547213799936351	0.29114482501563355	0.11545416361972348	0.011677758811300192	56.382542679257945	4.101553933659313e-06
order.Bifidobacteriales.id.432	18	0.288461137663954	0.0504144481920121	1.0540444335836816e-08	1.334372491683065	1.2088250069837574	1.4729592259207756	7.41344584953856e-07	0.3037135130571175	0.1058448345324079	0.011124480885558992	0.7547213799936351	0.29114482501563355	0.11545416361972348	0.011677758811300192	56.382542679257945	4.101553933659313e-06
genus.Bifidobacterium.id.436	18	0.23978526117713553	0.0483144568603897	6.940805513613779e-07	1.270976193083604	1.1561423765026007	1.3972158760168558	3.661274908431269e-05	0.2372371827797569	0.09550839021815223	0.02445095562881524	0.9484638888647434	0.15654641643714598	0.10518153706634971	0.13665992908038044	52.21497031648257	1.901480973630825e-05
family.Enterobacteriaceae.id.3469	7	0.38071457354426785	0.09349515249456745	4.660622866126945e-05	1.463329872737444	1.218309296001558	1.7576278236352272	0.0016389857079213092	0.44305408492450615	0.22527113958256204	0.10636405210501844	0.7229783448240776	0.40752322205385894	0.13947281298243436	0.003479223648405662	13.599545089230858	0.03444378512723544
order.Enterobacteriales.id.3468	7	0.38071457354426785	0.09349515249456745	4.660622866126945e-05	1.463329872737444	1.218309296001558	1.7576278236352272	0.0016389857079213092	0.44305408492450615	0.22527113958256204	0.10636405210501844	0.7229783448240776	0.40752322205385894	0.13947281298243436	0.003479223648405662	13.599545089230858	0.03444378512723544
phylum.Actinobacteria.id.400	19	0.23275381537998777	0.05904805701015712	8.088277125973886e-05	1.262070738673817	1.1241414892220754	1.4169235498272854	0.0024380378194006997	0.23015678414869528	0.12422198038860233	0.08135490504001991	0.9552223691767182	0.03505624976979869	0.10921426611252236	0.7482210049101585	65.12284954223533	2.9655802495224713e-07
phylum.Cyanobacteria.id.1500	9	-0.18342810785476577	0.05745098776955515	0.0014091243949792755	0.83241171745088	0.7437635945646497	0.9316256837699985	0.037165655917578394	-0.20605555598432151	0.059985531896647896	0.01090963490365882	0.06230411898190552	-0.24911652508532958	0.07634409633523953	0.0011021028340996294	12.605194985961964	0.12617493322445816
genus.Sutterella.id.2896	12	-0.2058192198437849	0.0675696582405527	0.002318845402662404	0.8139802144530142	0.7130129115291488	0.9292451494321761	0.05436404221797413	-0.21144232221899392	0.06987220263878025	0.01276119608338648	0.5299115765433964	-0.27109831807104773	0.09660873484359245	0.005013780306882058	10.975398317562544	0.44532663654087223
genus.FamilyXIIIAD3011group.id.11293	14	-0.1787570392607587	0.06508008321901891	0.006019372976373613	0.8363090649840682	0.7361554286114644	0.9500885614519725	0.12700876980148323	-0.16743352970362765	0.07456089968623388	0.044347910069265785	0.3507963697056742	-0.11909702363665647	0.0954467332510787	0.21210972045291454	16.572367466211986	0.2195973594372197
class.Coriobacteriia.id.809	19	0.16206050640816458	0.06197765257900801	0.008927406415016766	1.175931390553176	1.041419105290011	1.3278176175798548	0.14489867335142598	0.15648401174630167	0.0839246525152771	0.07960094533197329	0.5755320164944082	0.03552991812426366	0.091216211282205	0.6968965497768413	31.33880226864015	0.026294081135096625
family.Coriobacteriaceae.id.811	19	0.16206050640816458	0.06197765257900801	0.008927406415016766	1.175931390553176	1.041419105290011	1.3278176175798548	0.14489867335142598	0.15648401174630167	0.0839246525152771	0.07960094533197329	0.5755320164944082	0.03552991812426366	0.091216211282205	0.6968965497768413	31.33880226864015	0.026294081135096625
order.Coriobacteriales.id.810	19	0.16206050640816458	0.06197765257900801	0.008927406415016766	1.175931390553176	1.041419105290011	1.3278176175798548	0.14489867335142598	0.15648401174630167	0.0839246525152771	0.07960094533197329	0.5755320164944082	0.03552991812426366	0.091216211282205	0.6968965497768413	31.33880226864015	0.026294081135096625
genus.Actinomyces.id.423	8	0.15167545508067948	0.06009808327695298	0.011609443715769208	1.1637824754456236	1.0344637865693211	1.3092673399868537	0.17497090171623594	0.2036306047989693	0.04033552678733707	0.0023372871998634296	0.048144228405757286	0.16234182098259053	0.07855207904960076	0.0387645447186477	3.982070295172589	0.7818402351421452
phylum.Bacteroidetes.id.905	13	-0.17923654835286967	0.07537568872275151	0.01741110975727391	0.8359081433140685	0.7211032859231492	0.9689907641514214	0.24491627725231968	-0.19806447892567114	0.061265647926324406	0.007974281627567519	0.11948240332323391	-0.17545077450405602	0.10904495432640689	0.10762146913201805	8.846858844581588	0.7159520987862754
genus.Blautia.id.1992	13	-0.17236753528084528	0.07683661308650913	0.024877507968858396	0.8416697729778494	0.7239975309224069	0.9784674346085676	0.31543570113622466	-0.16364499065880697	0.08849915801514067	0.09147390530364655	0.43931774289318065	-0.15002034106476775	0.10854387517970979	0.1669357626913659	15.213714022293143	0.2299566178643756
genus.Ruminococcus2.id.11374	15	-0.1279851845519761	0.05726285560785208	0.02541425080244464	0.8798664146632145	0.7864545219055542	0.9843733948868688	0.31543570113622466	-0.12791091119744064	0.045838948100685444	0.0153071861661888	0.9954648093520773	-0.09999636145278115	0.10684996919305967	0.34934648261206847	7.679016498214227	0.9053693645026833
